year,Incipient to wetness impregnation,Wet impregnation,Co-impregnation,Co-precipitation,Sol-gel,Sequential impregnation, calcTemperature (oC),calc Time (h),red Temperature  (oC),red Time (h),red H2 %,Co,Ba,Ca,Cu,Ce,Mn,La,Ni,Pt,Mg,Ir,Au,K,Li,Ru,Rh,Pd,Sr,Y,Zr,Al,Si,Ti,Pr,V,react Temperature (C),reac CH4 %vol,reac CO2 %vol,reac Ar %vol,reac N2 %vol,reac He %vol,GHSV (mgmin/mL),Time on stream (min),CH4 Conversion
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,600,50,50,0,0,0,4,60,20.907
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,650,50,50,0,0,0,4,60,35.6009
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,700,50,50,0,0,0,4,60,53.5601
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,750,50,50,0,0,0,4,60,75.873
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,800,50,50,0,0,0,4,60,89.4785
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,600,50,50,0,0,0,4,60,38.5034
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,650,50,50,0,0,0,4,60,58.2766
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,700,50,50,0,0,0,4,60,76.9615
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,750,50,50,0,0,0,4,60,89.8413
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,800,50,50,0,0,0,4,60,96.1905
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,600,50,50,0,0,0,4,60,45.034
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,650,50,50,0,0,0,4,60,62.9932
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,700,50,50,0,0,0,4,60,80.0454
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,750,50,50,0,0,0,4,60,90.7483
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,800,50,50,0,0,0,4,60,94.195
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,600,50,50,0,0,0,4,60,48.2993
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,650,50,50,0,0,0,4,60,65.1701
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,700,50,50,0,0,0,4,60,80.5896
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,750,50,50,0,0,0,4,60,90.5669
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,800,50,50,0,0,0,4,60,96.1905
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,600,50,50,0,0,0,4,60,44.3084
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,650,50,50,0,0,0,4,60,64.0816
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,700,50,50,0,0,0,4,60,77.8685
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,750,50,50,0,0,0,4,60,89.6599
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,800,50,50,0,0,0,4,60,94.3764
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,750,50,50,0,0,0,4,60,76.0164
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,750,50,50,0,0,0,2,60,58.8369
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,750,50,50,0,0,0,1.333333333,60,47.5549
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,4.9533458,0,0,0,0,0,0,0,0,0,0,0,0,95.0466542,0,0,0,0,750,50,50,0,0,0,0.99009901,60,38.7087
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,750,50,50,0,0,0,4,60,89.8442
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,750,50,50,0,0,0,2,60,83.3057
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,750,50,50,0,0,0,1.333333333,60,75.357
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,750,50,50,0,0,0,0.99009901,60,67.1519
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,750,50,50,0,0,0,4,60,90.7234
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,750,50,50,0,0,0,2,60,86.3645
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,750,50,50,0,0,0,1.333333333,60,80.9796
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,10.8417666,0,0,0,0,0,0,0,0,0,0,0,0,89.1582334,0,0,0,0,750,50,50,0,0,0,0.99009901,60,73.4157
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,750,50,50,0,0,0,4,60,90.5676
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,750,50,50,0,0,0,2,60,89.6704
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,750,50,50,0,0,0,1.333333333,60,85.8242
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,14.8005354,0,0,0,0,0,0,0,0,0,0,0,0,85.1994646,0,0,0,0,750,50,50,0,0,0,0.99009901,60,79.2858
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,750,50,50,0,0,0,4,60,89.4964
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,750,50,50,0,0,0,2,60,82.9579
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,750,50,50,0,0,0,1.333333333,60,74.4964
2012,1,0,0,0,0,0,700,5,800,2,33.33333333,0,0,0,0,0,0,0,20.6710872,0,0,0,0,0,0,0,0,0,0,0,0,79.3289128,0,0,0,0,750,50,50,0,0,0,0.99009901,60,66.8039
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,18.1
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,46.7
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,80
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,17.8
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,51.2
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,80.1
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,15.6
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,44.7
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,81
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,14.1
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,44.5
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,81.7
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,18.6
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,65.8
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,87.4
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,10.2
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,42
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,0,7.9916729,0,0,0,0,0,0,0,0,0,0,0,0,92.0083271,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,80.7
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,14.7
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,41.3
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,82.4
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,13.4
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,39.1
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,84
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,14.8
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,45.1
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,82.8
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,14.8
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,49.8
2014,0,1,0,0,0,0,700,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,60,81.3
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,30,87.363
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,70,88.5751
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,120,88.3129
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,160,87.5128
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,200,87.5177
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,240,87.3883
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,300,86.3223
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,350,86.3953
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,400,86.4683
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,440,86.3389
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,500,86.0779
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,78.2746696,21.7253304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,540,85.7473
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,30,79.9181
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,70,79.9229
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,120,79.996
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,160,79.9335
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,200,80.7434
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,240,80.5468
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,300,80.6211
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,350,81.0966
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,400,80.9012
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,440,81.3086
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,500,82.389
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,3.0736372,8.5309569,0,0,0,0,0,0,0,0,0,0,0,0,88.3954059,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,540,82.3267
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,30,80.9242
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,70,80.8619
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,120,80.3983
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,160,79.8665
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,200,79.6702
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,240,79.675
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,300,78.6443
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,350,78.6149
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,400,78.9561
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,440,78.894
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,500,80.0415
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,6.5921152,9.1482904,0,0,0,0,0,0,0,0,0,0,0,0,84.2595944,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,540,80.1802
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,30,81.662
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,70,81.3314
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,120,81.4716
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,160,81.0067
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,200,80.9446
2014,0,1,0,0,0,0,500,2,650,2,100,0,0,0,0,0,0,10.6595388,9.8619389,0,0,0,0,0,0,0,0,0,0,0,0,79.4785223,0,0,0,0,700,45.45454545,45.45454545,0,9.090909091,0,16.66666667,240,80.8154
