,First appearance year,year_max,year_med,year_avg,year_mode,year_q25,year_q75,Preparation_mode,"p(CH4), bar_min","p(CH4), bar_max","p(CH4), bar_med","p(CH4), bar_avg","p(CH4), bar_mode","p(CH4), bar_q25","p(CH4), bar_q75","p(O2), bar_min","p(O2), bar_max","p(O2), bar_med","p(O2), bar_avg","p(O2), bar_mode","p(O2), bar_q25","p(O2), bar_q75",p(CH4)/p(O2)_min,p(CH4)/p(O2)_max,p(CH4)/p(O2)_med,p(CH4)/p(O2)_avg,p(CH4)/p(O2)_mode,p(CH4)/p(O2)_q25,p(CH4)/p(O2)_q75,"p total, bar_min","p total, bar_max","p total, bar_med","p total, bar_avg","p total, bar_mode","p total, bar_q25","p total, bar_q75","Contact time, s_min","Contact time, s_max","Contact time, s_med","Contact time, s_avg","Contact time, s_mode","Contact time, s_q25","Contact time, s_q75",O2 conversion_min,O2 conversion_max,O2 conversion_med,O2 conversion_avg,O2 conversion_mode,O2 conversion_q25,O2 conversion_q75,CH4 conversion_min,CH4 conversion_max,CH4 conversion_med,CH4 conversion_avg,CH4 conversion_mode,CH4 conversion_q25,CH4 conversion_q75,COx selectivity_min,COx selectivity_max,COx selectivity_med,COx selectivity_avg,COx selectivity_mode,COx selectivity_q25,COx selectivity_q75,C2H6 selectivity_min,C2H6 selectivity_max,C2H6 selectivity_med,C2H6 selectivity_avg,C2H6 selectivity_mode,C2H6 selectivity_q25,C2H6 selectivity_q75,C2H4 selectivity_min,C2H4 selectivity_max,C2H4 selectivity_med,C2H4 selectivity_avg,C2H4 selectivity_mode,C2H4 selectivity_q25,C2H4 selectivity_q75,C2 selectivity_min,C2 selectivity_max,C2 selectivity_med,C2 selectivity_avg,C2 selectivity_mode,C2 selectivity_q25,C2 selectivity_q75,C2 yield_min,C2 yield_max,C2 yield_med,C2 yield_avg,C2 yield_mode,C2 yield_q25,C2 yield_q75,Ag_min,Ag_max,Ag_med,Ag_avg,Ag_mode,Ag_q25,Ag_q75,Al_min,Al_max,Al_med,Al_avg,Al_mode,Al_q25,Al_q75,Au_min,Au_max,Au_med,Au_avg,Au_mode,Au_q25,Au_q75,B_min,B_max,B_med,B_avg,B_mode,B_q25,B_q75,Ba_min,Ba_max,Ba_med,Ba_avg,Ba_mode,Ba_q25,Ba_q75,Be_min,Be_max,Be_med,Be_avg,Be_mode,Be_q25,Be_q75,Bi_min,Bi_max,Bi_med,Bi_avg,Bi_mode,Bi_q25,Bi_q75,C_min,C_max,C_med,C_avg,C_mode,C_q25,C_q75,Ca_min,Ca_max,Ca_med,Ca_avg,Ca_mode,Ca_q25,Ca_q75,Cd_min,Cd_max,Cd_med,Cd_avg,Cd_mode,Cd_q25,Cd_q75,Ce_min,Ce_max,Ce_med,Ce_avg,Ce_mode,Ce_q25,Ce_q75,Co_min,Co_max,Co_med,Co_avg,Co_mode,Co_q25,Co_q75,Cr_min,Cr_max,Cr_med,Cr_avg,Cr_mode,Cr_q25,Cr_q75,Cs_min,Cs_max,Cs_med,Cs_avg,Cs_mode,Cs_q25,Cs_q75,Cu_min,Cu_max,Cu_med,Cu_avg,Cu_mode,Cu_q25,Cu_q75,Dy_min,Dy_max,Dy_med,Dy_avg,Dy_mode,Dy_q25,Dy_q75,Er_min,Er_max,Er_med,Er_avg,Er_mode,Er_q25,Er_q75,Eu_min,Eu_max,Eu_med,Eu_avg,Eu_mode,Eu_q25,Eu_q75,Fe_min,Fe_max,Fe_med,Fe_avg,Fe_mode,Fe_q25,Fe_q75,Ga_min,Ga_max,Ga_med,Ga_avg,Ga_mode,Ga_q25,Ga_q75,Gd_min,Gd_max,Gd_med,Gd_avg,Gd_mode,Gd_q25,Gd_q75,Ge_min,Ge_max,Ge_med,Ge_avg,Ge_mode,Ge_q25,Ge_q75,Ho_min,Ho_max,Ho_med,Ho_avg,Ho_mode,Ho_q25,Ho_q75,In_min,In_max,In_med,In_avg,In_mode,In_q25,In_q75,Ir_min,Ir_max,Ir_med,Ir_avg,Ir_mode,Ir_q25,Ir_q75,K_min,K_max,K_med,K_avg,K_mode,K_q25,K_q75,La_min,La_max,La_med,La_avg,La_mode,La_q25,La_q75,Li_min,Li_max,Li_med,Li_avg,Li_mode,Li_q25,Li_q75,Lu_min,Lu_max,Lu_med,Lu_avg,Lu_mode,Lu_q25,Lu_q75,Mg_min,Mg_max,Mg_med,Mg_avg,Mg_mode,Mg_q25,Mg_q75,Mn_min,Mn_max,Mn_med,Mn_avg,Mn_mode,Mn_q25,Mn_q75,Mo_min,Mo_max,Mo_med,Mo_avg,Mo_mode,Mo_q25,Mo_q75,Na_min,Na_max,Na_med,Na_avg,Na_mode,Na_q25,Na_q75,Nb_min,Nb_max,Nb_med,Nb_avg,Nb_mode,Nb_q25,Nb_q75,Nd_min,Nd_max,Nd_med,Nd_avg,Nd_mode,Nd_q25,Nd_q75,Ni_min,Ni_max,Ni_med,Ni_avg,Ni_mode,Ni_q25,Ni_q75,P_min,P_max,P_med,P_avg,P_mode,P_q25,P_q75,Pb_min,Pb_max,Pb_med,Pb_avg,Pb_mode,Pb_q25,Pb_q75,Pd_min,Pd_max,Pd_med,Pd_avg,Pd_mode,Pd_q25,Pd_q75,Pr_min,Pr_max,Pr_med,Pr_avg,Pr_mode,Pr_q25,Pr_q75,Pt_min,Pt_max,Pt_med,Pt_avg,Pt_mode,Pt_q25,Pt_q75,Rb_min,Rb_max,Rb_med,Rb_avg,Rb_mode,Rb_q25,Rb_q75,Re_min,Re_max,Re_med,Re_avg,Re_mode,Re_q25,Re_q75,Rh_min,Rh_max,Rh_med,Rh_avg,Rh_mode,Rh_q25,Rh_q75,Ru_min,Ru_max,Ru_med,Ru_avg,Ru_mode,Ru_q25,Ru_q75,Sb_min,Sb_max,Sb_med,Sb_avg,Sb_mode,Sb_q25,Sb_q75,Sc_min,Sc_max,Sc_med,Sc_avg,Sc_mode,Sc_q25,Sc_q75,Si_min,Si_max,Si_med,Si_avg,Si_mode,Si_q25,Si_q75,Sm_min,Sm_max,Sm_med,Sm_avg,Sm_mode,Sm_q25,Sm_q75,Sn_min,Sn_max,Sn_med,Sn_avg,Sn_mode,Sn_q25,Sn_q75,Sr_min,Sr_max,Sr_med,Sr_avg,Sr_mode,Sr_q25,Sr_q75,Ta_min,Ta_max,Ta_med,Ta_avg,Ta_mode,Ta_q25,Ta_q75,Tb_min,Tb_max,Tb_med,Tb_avg,Tb_mode,Tb_q25,Tb_q75,Te_min,Te_max,Te_med,Te_avg,Te_mode,Te_q25,Te_q75,Th_min,Th_max,Th_med,Th_avg,Th_mode,Th_q25,Th_q75,Ti_min,Ti_max,Ti_med,Ti_avg,Ti_mode,Ti_q25,Ti_q75,Tl_min,Tl_max,Tl_med,Tl_avg,Tl_mode,Tl_q25,Tl_q75,Tm_min,Tm_max,Tm_med,Tm_avg,Tm_mode,Tm_q25,Tm_q75,V_min,V_max,V_med,V_avg,V_mode,V_q25,V_q75,W_min,W_max,W_med,W_avg,W_mode,W_q25,W_q75,Y_min,Y_max,Y_med,Y_avg,Y_mode,Y_q25,Y_q75,Yb_min,Yb_max,Yb_med,Yb_avg,Yb_mode,Yb_q25,Yb_q75,Zn_min,Zn_max,Zn_med,Zn_avg,Zn_mode,Zn_q25,Zn_q75,Zr_min,Zr_max,Zr_med,Zr_avg,Zr_mode,Zr_q25,Zr_q75,Temperature_C_min,Temperature_C_max,Temperature_C_med,Temperature_C_avg,Temperature_C_mode,Temperature_C_q25,Temperature_C_q75,Frequency of appearances
Ag,1995,1995,1995.0,1995.0,1995,1995.0,1995.0,Impregnation,0.632000029,0.632000029,0.632000029,0.632000029,0.632000029,0.632000029,0.632000029,0.159999996,0.159999996,0.159999996,0.159999996,0.159999996,0.159999996,0.159999996,3.950000048,3.950000048,3.950000048,3.950000048,3.950000048,3.950000048,3.950000048,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,32.0,32.0,32.0,32.0,32.0,4.16,4.16,4.16,4.16,4.16,4.16,4.16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.85,806.85,806.85,806.85,806.85,806.85,806.85,1
Ag/La,1985,1988,1986.5,1986.5,1985,1985.75,1987.25,Impregnation,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.300000012,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,0.1,0.18,0.14,0.14,0.1,0.12,0.16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,27.79999924,28.0,27.89999962,27.89999962,27.79999924,27.849999429999997,27.94999981,31.89999962,32.0,31.94999981,31.94999981,31.89999962,31.924999715,31.974999905,59.69999886,60.0,59.84999943,59.84999943,59.69999886,59.774999145,59.924999715,11.93999977,12.0,11.969999885,11.969999885,11.93999977,11.9549998275,11.9849999425,1.5,10.0,5.75,5.75,1.5,3.625,7.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,98.5,94.25,94.25,90.0,92.125,96.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.85,799.85,799.85,799.85,799.85,799.85,799.85,2
Ag/Pr,1988,1988,1988.0,1988.0,1988,1988.0,1988.0,Impregnation,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.104999997,0.104999997,0.104999997,0.104999997,0.104999997,0.104999997,0.104999997,4.761905193,4.761905193,4.761905193,4.761905193,4.761905193,4.761905193,4.761905193,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.013000011,1.5,1.5,1.5,1.5,1.5,1.5,1.5,,,,,,,,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41,0.41,0.41,0.41,0.41,0.41,0.41,23.79999924,23.79999924,23.79999924,23.79999924,23.79999924,23.79999924,23.79999924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,76.19999695,76.19999695,76.19999695,76.19999695,76.19999695,76.19999695,76.19999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.85,774.85,774.85,774.85,774.85,774.85,774.85,1
Ag/Si,2018,2018,2018.0,2018.0,2018,2018.0,2018.0,Impregnation,0.867867868,0.867867868,0.867867868,0.867867868,0.867867868,0.867867868,0.867867868,0.117117117,0.117117117,0.117117117,0.117117117,0.117117117,0.117117117,0.117117117,7.41025641,7.41025641,7.41025641,7.41025641,7.41025641,7.41025641,7.41025641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.065469957,0.065469957,0.065469957,0.065469957,0.065469957,0.065469957,0.065469957,4.774536,42.17507,12.20159,17.999241714285713,4.774536,7.692308000000001,25.729439999999997,0.5699482,6.165803,1.34715,2.2427831428571428,0.5699482,0.6994819,3.1088085000000003,,,,,,,,0.0,15.30702,0.0,3.3195542857142857,0.0,0.0,3.96493,14.6124,22.50646,21.66667,19.459210000000002,21.66667,16.879845,21.834625,14.6124,30.59126,22.50643,22.778764285714285,14.6124,21.834625,24.036005000000003,0.083283111,1.886196827,0.291882545,0.5842490118571428,0.083283111,0.1558621475,0.7583281525,2.274048,2.274048,2.274048,2.274048,2.274048,2.274048,2.274048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.72595163,97.72595163,97.72595163,97.72595162999998,97.72595163,97.72595163,97.72595163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,800.0,725.0,724.2857142857143,650.0,685.0,762.5,7
